event.id,visible,timestamp,location.long,location.lat,algorithm.marked.outlier,gps:hdop,manually.marked.outlier,sensor.type,individual.taxon.canonical.name,tag.local.identifier,individual.local.identifier,study.name
37385144299,true,2024.10.10 08:30:00.000,76.68656,11.59945,,1.07,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144302,true,2024.10.10 08:35:00.000,76.68413,11.59999,,0.91,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144305,true,2024.10.10 08:40:00.000,76.68407,11.59772,,1.02,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144308,true,2024.10.10 08:45:00.000,76.68401,11.59788,,1.88,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144311,true,2024.10.10 08:50:00.000,76.68481,11.59976,,1.36,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144314,true,2024.10.10 08:55:00.000,76.68644,11.59961,,1.29,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144317,true,2024.10.10 09:00:00.000,76.68635,11.59961,,1.15,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144320,true,2024.10.10 09:05:00.000,76.68726,11.59923,,0.96,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144323,true,2024.10.10 09:10:00.000,76.68644,11.59975,,1.16,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144326,true,2024.10.10 09:15:00.000,76.68657,11.59967,,1.02,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144328,true,2024.10.10 09:20:00.000,76.68652,11.5996,,1.54,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144332,true,2024.10.10 09:25:00.000,76.68585,11.59985,,1.02,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144336,true,2024.10.10 09:30:00.000,76.68604,11.59965,,1.22,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144339,true,2024.10.10 09:35:00.000,76.68446,11.59983,,1.3,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144342,true,2024.10.10 09:40:00.000,76.68666,11.59926,,2.09,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144345,true,2024.10.10 09:45:00.000,76.68599,11.59934,,1.39,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144349,true,2024.10.10 09:51:00.000,76.687,11.5996,,1.93,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144352,true,2024.10.10 09:56:00.000,76.68714,11.59902,,2.26,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144355,true,2024.10.10 10:01:00.000,76.68654,11.59954,,2.38,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144357,true,2024.10.10 10:05:00.000,76.68658,11.5992,,1.97,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144360,true,2024.10.10 10:10:00.000,76.68441,11.59702,,1.8,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144363,true,2024.10.10 10:15:00.000,76.68488,11.59756,,1.79,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144366,true,2024.10.10 10:20:00.000,76.68441,11.59774,,1.47,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144369,true,2024.10.10 10:25:00.000,76.68734,11.60002,,2.54,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144373,true,2024.10.10 10:30:00.000,76.68655,11.59954,,1.5,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144376,true,2024.10.10 10:35:00.000,76.68649,11.59945,,1.51,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144380,true,2024.10.10 10:41:00.000,76.68671,11.59939,,1.46,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144382,true,2024.10.10 10:45:00.000,76.68655,11.59948,,1.19,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144388,true,2024.10.10 10:55:00.000,76.68605,11.59935,,1.49,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144391,true,2024.10.10 11:00:00.000,76.68665,11.59958,,1.26,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144394,true,2024.10.10 11:05:00.000,76.68613,11.59937,,1.5,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144397,true,2024.10.10 11:10:00.000,76.68615,11.59926,,1.5,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144400,true,2024.10.10 11:15:00.000,76.68631,11.59935,,1.78,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144403,true,2024.10.10 11:20:00.000,76.68643,11.59942,,1.52,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144406,true,2024.10.10 11:25:00.000,76.68493,11.59993,,0.99,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144409,true,2024.10.10 11:30:00.000,76.68642,11.59931,,1.54,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144434,true,2024.10.10 12:10:00.000,76.68581,11.59968,,1.88,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144436,true,2024.10.10 12:15:00.000,76.68398,11.59784,,1.7,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144438,true,2024.10.10 12:20:00.000,76.68453,11.59715,,1.06,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144440,true,2024.10.10 12:25:00.000,76.68507,11.59764,,1.1,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144442,true,2024.10.10 12:30:00.000,76.68443,11.59813,,1.13,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144445,true,2024.10.10 12:35:00.000,76.68459,11.59716,,1.32,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144447,true,2024.10.10 12:40:00.000,76.68487,11.59702,,1.3,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144449,true,2024.10.10 12:45:00.000,76.68477,11.59699,,1.28,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144451,true,2024.10.10 12:50:00.000,76.68497,11.59985,,2.4,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144457,true,2024.10.10 13:05:00.000,76.68654,11.59947,,1.79,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144459,true,2024.10.10 13:10:00.000,76.68675,11.59936,,2.81,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144461,true,2024.10.10 13:15:00.000,76.68663,11.5998,,2.54,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144463,true,2024.10.10 13:20:00.000,76.68671,11.59962,,2.68,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144465,true,2024.10.10 13:25:00.000,76.68673,11.59958,,3.4,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144467,true,2024.10.10 13:30:00.000,76.68677,11.59936,,1.0,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144470,true,2024.10.10 13:35:00.000,76.68655,11.59941,,1.43,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144482,true,2024.10.10 14:05:00.000,76.68685,11.5993,,2.66,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144488,true,2024.10.10 14:20:00.000,76.68656,11.59963,,2.19,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144492,true,2024.10.10 14:30:00.000,76.68668,11.59955,,3.39,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144495,true,2024.10.10 14:35:00.000,76.68717,11.59991,,1.76,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144499,true,2024.10.10 14:45:00.000,76.686,11.59985,,2.49,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144507,true,2024.10.10 15:05:00.000,76.68665,11.59933,,2.71,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144511,true,2024.10.10 15:15:00.000,76.68659,11.5993,,2.7,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144513,true,2024.10.10 15:20:00.000,76.68684,11.59949,,2.22,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144514,true,2024.10.10 15:24:00.000,76.68652,11.5994,,2.43,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144516,true,2024.10.10 15:29:00.000,76.68665,11.5997,,1.6,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144520,true,2024.10.10 15:35:00.000,76.68681,11.5982,,2.34,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144522,true,2024.10.10 15:40:00.000,76.6867,11.59716,,2.84,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144524,true,2024.10.10 15:45:00.000,76.68647,11.59985,,1.49,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144527,true,2024.10.10 15:54:00.000,76.68665,11.59958,,1.27,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144529,true,2024.10.10 15:59:00.000,76.68681,11.59973,,1.33,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144531,true,2024.10.10 16:05:00.000,76.68664,11.5994,,2.4,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144532,true,2024.10.10 16:09:00.000,76.68652,11.59948,,2.03,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144533,true,2024.10.10 16:15:00.000,76.68637,11.59928,,1.63,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144534,true,2024.10.10 16:19:00.000,76.68663,11.5995,,1.27,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144535,true,2024.10.10 16:24:00.000,76.68563,11.59797,,1.67,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144536,true,2024.10.10 16:29:00.000,76.68662,11.60021,,1.67,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144538,true,2024.10.10 16:34:00.000,76.68691,11.5997,,1.84,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144540,true,2024.10.10 16:39:00.000,76.68658,11.59976,,2.82,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144542,true,2024.10.10 16:44:00.000,76.68547,11.59925,,1.99,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144544,true,2024.10.10 16:49:00.000,76.68684,11.59963,,2.01,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144546,true,2024.10.10 16:54:00.000,76.6871,11.60003,,1.52,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144548,true,2024.10.10 16:59:00.000,76.68653,11.59953,,2.2,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144557,true,2024.10.10 17:34:00.000,76.68643,11.59954,,2.68,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144559,true,2024.10.10 17:39:00.000,76.68568,11.59816,,1.64,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144561,true,2024.10.10 17:44:00.000,76.68651,11.59973,,2.82,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144563,true,2024.10.10 17:49:00.000,76.68657,11.59978,,3.04,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144565,true,2024.10.10 17:54:00.000,76.68683,11.59959,,1.65,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144568,true,2024.10.10 18:00:00.000,76.68654,11.59947,,3.17,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144569,true,2024.10.10 18:04:00.000,76.68665,11.59953,,2.4,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144571,true,2024.10.10 18:09:00.000,76.68614,11.59944,,2.94,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144573,true,2024.10.10 18:14:00.000,76.68705,11.59966,,4.26,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144575,true,2024.10.10 18:19:00.000,76.6858,11.59851,,3.01,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144577,true,2024.10.10 18:24:00.000,76.68645,11.59967,,2.39,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144579,true,2024.10.10 18:29:00.000,76.68655,11.59931,,2.39,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144582,true,2024.10.10 18:34:00.000,76.68682,11.59963,,1.71,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144584,true,2024.10.10 18:39:00.000,76.68656,11.59971,,2.05,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144586,true,2024.10.10 18:44:00.000,76.68681,11.59932,,2.38,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144590,true,2024.10.10 18:54:00.000,76.68697,11.59961,,1.84,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144592,true,2024.10.10 18:59:00.000,76.68752,11.59957,,1.87,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144594,true,2024.10.10 19:04:00.000,76.68665,11.59953,,1.66,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144596,true,2024.10.10 19:09:00.000,76.68675,11.59969,,1.84,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144598,true,2024.10.10 19:14:00.000,76.68674,11.59965,,1.86,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144602,true,2024.10.10 19:24:00.000,76.68645,11.59974,,2.48,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144604,true,2024.10.10 19:29:00.000,76.6865,11.59912,,1.67,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144611,true,2024.10.10 19:44:00.000,76.68663,11.59948,,2.12,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144613,true,2024.10.10 19:49:00.000,76.68652,11.59962,,2.23,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144617,true,2024.10.10 19:58:00.000,76.68658,11.59973,,1.85,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144619,true,2024.10.10 20:04:00.000,76.68634,11.59945,,1.62,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144622,true,2024.10.10 20:09:00.000,76.68655,11.59962,,1.57,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144625,true,2024.10.10 20:14:00.000,76.68668,11.59965,,2.37,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144631,true,2024.10.10 20:24:00.000,76.68658,11.59956,,1.62,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144634,true,2024.10.10 20:29:00.000,76.68668,11.59963,,3.83,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144638,true,2024.10.10 20:34:00.000,76.68656,11.59947,,3.56,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144647,true,2024.10.10 20:49:00.000,76.68647,11.59942,,3.05,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144650,true,2024.10.10 20:53:00.000,76.68671,11.59965,,3.15,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144653,true,2024.10.10 20:59:00.000,76.68636,11.59943,,2.28,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144693,true,2024.10.10 22:33:00.000,76.68647,11.59994,,1.33,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144697,true,2024.10.10 22:39:00.000,76.68655,11.59958,,1.83,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144700,true,2024.10.10 22:44:00.000,76.68662,11.59964,,1.84,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144703,true,2024.10.10 22:48:00.000,76.68656,11.59973,,1.7,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144706,true,2024.10.10 22:53:00.000,76.68665,11.59979,,1.58,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144709,true,2024.10.10 22:59:00.000,76.68664,11.59951,,1.78,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144711,true,2024.10.10 23:03:00.000,76.68678,11.59945,,3.26,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144712,true,2024.10.10 23:09:00.000,76.68668,11.59978,,1.4,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144713,true,2024.10.10 23:14:00.000,76.6866,11.59945,,3.28,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144715,true,2024.10.10 23:24:00.000,76.68659,11.59967,,1.71,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144720,true,2024.10.10 23:43:00.000,76.68662,11.59963,,2.34,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144721,true,2024.10.10 23:48:00.000,76.68667,11.59957,,1.66,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144722,true,2024.10.10 23:53:00.000,76.68668,11.59964,,2.89,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144723,true,2024.10.10 23:59:00.000,76.68647,11.60044,,2.49,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144724,true,2024.10.11 00:03:00.000,76.6874,11.5997,,1.7,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144725,true,2024.10.11 00:08:00.000,76.68654,11.60008,,1.9,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144726,true,2024.10.11 00:13:00.000,76.68658,11.59962,,2.03,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144727,true,2024.10.11 00:18:00.000,76.68661,11.59968,,1.95,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144728,true,2024.10.11 00:23:00.000,76.68692,11.5997,,1.63,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144729,true,2024.10.11 00:28:00.000,76.68653,11.59994,,1.35,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144730,true,2024.10.11 00:33:00.000,76.68454,11.60014,,0.83,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144733,true,2024.10.11 00:38:00.000,76.68471,11.59723,,0.86,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144735,true,2024.10.11 00:43:00.000,76.68452,11.59743,,0.81,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144737,true,2024.10.11 00:48:00.000,76.68436,11.59746,,1.28,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144739,true,2024.10.11 00:53:00.000,76.68442,11.59739,,1.03,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144741,true,2024.10.11 00:57:00.000,76.68485,11.59762,,1.18,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144743,true,2024.10.11 01:03:00.000,76.68487,11.598,,1.24,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144746,true,2024.10.11 01:07:00.000,76.68427,11.60035,,1.14,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144749,true,2024.10.11 01:12:00.000,76.68412,11.59991,,1.14,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144752,true,2024.10.11 01:17:00.000,76.68445,11.59761,,1.31,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144755,true,2024.10.11 01:22:00.000,76.68443,11.59747,,1.11,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144758,true,2024.10.11 01:27:00.000,76.68433,11.59735,,1.45,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144761,true,2024.10.11 01:32:00.000,76.68431,11.59723,,1.45,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144765,true,2024.10.11 01:37:00.000,76.68427,11.59724,,1.46,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144768,true,2024.10.11 01:42:00.000,76.68423,11.59771,,1.31,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144771,true,2024.10.11 01:47:00.000,76.68423,11.59717,,1.47,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144774,true,2024.10.11 01:52:00.000,76.68433,11.59744,,1.35,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144777,true,2024.10.11 01:57:00.000,76.68418,11.5973,,1.49,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144780,true,2024.10.11 02:02:00.000,76.68492,11.59787,,1.03,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144783,true,2024.10.11 02:07:00.000,76.6851,11.5978,,1.11,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144786,true,2024.10.11 02:12:00.000,76.68512,11.59774,,1.52,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144789,true,2024.10.11 02:17:00.000,76.68513,11.59802,,1.23,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144792,true,2024.10.11 02:22:00.000,76.682,11.59914,,1.71,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144795,true,2024.10.11 02:27:00.000,76.68478,11.59802,,1.14,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144798,true,2024.10.11 02:32:00.000,76.68472,11.597,,1.24,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144802,true,2024.10.11 02:37:00.000,76.68408,11.59977,,1.92,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144805,true,2024.10.11 02:42:00.000,76.68662,11.59984,,1.23,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
37385144808,true,2024.10.11 02:47:00.000,76.68491,11.59778,,1.23,,"gps","Canidae","10343","Burger","Free.ranging dogs . vksanj . Mudumalai TR . GPS collaring"
